"gene","GTExN7MScountsREPROCESSED","GTExNFK9countsREPROCESSED","GTExO5YTcountsREPROCESSED","GDC2821countsREPROCESSED_bam","GDC2828countsREPROCESSED_bam","GDC2839countsREPROCESSED_bam","padj","symbol","rank","rank_change"
"ENSG00000182885",11281,7933,65896,1557,84,233,3.88e-09,"ADGRG3",327,-106
"ENSG00000152104",5,26,20,1317,1246,3050,4.01e-09,"PTPN14",328,6
"ENSG00000160211",3576,3628,11897,2601,1724,1615,4.01e-09,"G6PD",329,44
"ENSG00000197324",5375,9731,51258,2563,2940,2161,4.01e-09,"LRP10",330,-25
"ENSG00000137812",34,25,15,1460,3148,1670,4.3e-09,"KNL1",331,-49
"ENSG00000123473",26,16,15,796,1556,1148,4.6e-09,"STIL",332,45
"ENSG00000177105",7708,10616,44516,3523,5133,3016,4.62e-09,"RHOG",333,-16
"ENSG00000214300",3,0,5,246,327,414,4.62e-09,"SPDYE3",334,133
"ENSG00000138778",9,2,31,808,2054,1267,4.75e-09,"CENPE",335,-67
"ENSG00000149923",2422,2349,7617,1507,1848,1476,4.87e-09,"PPP4C",336,119
"ENSG00000197776",9,7,9,401,352,642,4.87e-09,"KLHDC1",337,85
"ENSG00000187790",9,26,29,791,968,1187,4.93e-09,"FANCM",338,87
"ENSG00000138780",13,8,18,381,576,725,4.99e-09,"GSTCD",339,131
"ENSG00000185650",11182,7175,14756,2621,3952,1118,5.02e-09,"ZFP36L1",340,-123
"ENSG00000130600",39,28,135,3,1,8,5.41e-09,"H19",341,2
"ENSG00000156162",22,49,36,2066,1385,1695,5.43e-09,"DPY19L4",342,24
"ENSG00000249593",1,3,0,318,353,335,5.43e-09,"",343,216
"ENSG00000059804",87765,18850,62501,6246,11220,3397,5.47e-09,"SLC2A3",344,-79
"ENSG00000084070",15560,18674,77360,4457,9223,3132,5.47e-09,"SMAP2",345,-71
"ENSG00000013364",3882,4224,19102,1652,2373,1203,5.5e-09,"MVP",346,-13
"ENSG00000235740",1,1,0,407,662,344,5.72e-09,"PHACTR2-AS1",347,72
"ENSG00000229140",3,2,2,112,1343,3635,5.74e-09,"CCDC26",348,-72
"ENSG00000196544",129,161,507,56,86,79,5.78e-09,"BORCS6",349,169
"ENSG00000198736",2219,5664,35227,631,1304,354,5.8e-09,"MSRB1",350,-103
"ENSG00000162522",23,33,49,893,865,1264,5.94e-09,"KIAA1522",351,228
"ENSG00000204525",50859,52639,156819,20989,20784,6119,6.05e-09,"HLA-C",352,-97
"ENSG00000196549",1890,2653,3433,215,12,14,6.23e-09,"MME",353,-59
"ENSG00000204177",13,3,9,640,453,657,6.23e-09,"BMS1P1",354,51
"ENSG00000141526",4917,5524,28419,2489,1526,835,6.31e-09,"SLC16A3",355,-59
"ENSG00000268362",111,79,342,5976,4561,7600,6.42e-09,"",356,46
"ENSG00000170891",13,6,6,2183,509,906,6.52e-09,"CYTL1",357,-100
"ENSG00000176055",7,14,18,621,447,969,6.52e-09,"MBLAC2",358,108
"ENSG00000160588",591,675,2664,122,295,290,6.52e-09,"MPZL3",359,24
"ENSG00000213468",18,5,5,1574,698,2160,6.68e-09,"FIRRE",360,-49
"ENSG00000172331",1079,1313,998,468,284,266,6.68e-09,"BPGM",361,15
"ENSG00000152990",17,4,19,1604,530,1491,6.69e-09,"ADGRA3",362,-40
"ENSG00000126353",821,497,2164,306,138,83,6.73e-09,"CCR7",363,-96
"ENSG00000139970",227,126,244,39,80,32,6.73e-09,"RTN1",364,29
"ENSG00000167565",522,670,2246,195,370,156,6.91e-09,"SERTAD3",365,-30
"ENSG00000095794",648,365,710,229,269,276,7.25e-09,"CREM",366,87
"ENSG00000068323",2967,2430,8094,1922,2022,1400,7.44e-09,"TFE3",367,62
"ENSG00000163915",0,0,0,225,252,1061,7.54e-09,"IGF2BP2-AS1",368,-48
"ENSG00000101460",262,93,333,38,50,71,7.71e-09,"MAP1LC3A",369,-165
"ENSG00000204933",6,98,1099,0,0,1,7.87e-09,"CD177P1",370,1188
"ENSG00000127920",125,272,203,37,65,28,7.98e-09,"GNG11",371,-39
"ENSG00000129657",11030,3638,10974,2416,2692,1598,7.98e-09,"SEC14L1",372,-25
"ENSG00000173991",522,197,97,34,17,22,7.98e-09,"TCAP",373,-61
"ENSG00000287195",18,7,10,1328,2177,507,8.04e-09,"",374,-86
"ENSG00000118520",1145,3621,29794,601,92,153,8.05e-09,"ARG1",375,-92
"ENSG00000101003",11,4,4,574,982,444,8.1e-09,"GINS1",376,-45
"ENSG00000286616",2,1,3,299,187,289,8.18e-09,"",377,30
"ENSG00000115523",17927,8408,3288,915,177,88,8.35e-09,"GNLY",378,-150
"ENSG00000197616",15,44,363,0,1,2,8.35e-09,"MYH6",379,18
"ENSG00000225873",180,279,3084,35,44,80,8.58e-09,"C3orf86",380,-143
"ENSG00000125247",41,54,84,1446,1376,1128,8.58e-09,"TMTC4",381,291
"ENSG00000238741",0,0,0,168,294,378,8.84e-09,"SCARNA7",382,-18
"ENSG00000265142",1,4,1,359,246,468,8.94e-09,"MIR133A1HG",383,25
"ENSG00000170956",1089,643,2221,80,6,2,9.24e-09,"CEACAM3",384,-128
"ENSG00000214253",906,1212,1686,804,592,606,9.34e-09,"FIS1",385,169
"ENSG00000250903",20,21,109,2373,1799,2918,9.39e-09,"GMDS-DT",386,-8
"ENSG00000022567",2198,914,2539,610,200,337,9.51e-09,"SLC45A4",387,-3
"ENSG00000092010",3545,3475,8398,2509,3244,2986,9.51e-09,"PSME1",388,589
"ENSG00000203668",50,56,36,2167,2842,1850,9.51e-09,"CHML",389,-48
"ENSG00000179299",65,219,1887,15,0,8,1e-08,"NSUN7",390,-154
"ENSG00000089682",20,23,72,1019,1067,1075,1.06e-08,"RBM41",391,116
"ENSG00000226210",674,527,634,230,265,123,1.09e-08,"WASH8P",392,92
"ENSG00000229154",0,0,0,564,121,589,1.12e-08,"KCNQ5-AS1",393,-21
"ENSG00000163431",32,38,79,6,0,1,1.14e-08,"LMOD1",394,45
"ENSG00000101752",140,201,321,4053,4856,5812,1.15e-08,"MIB1",395,301
"ENSG00000250280",0,0,0,471,124,719,1.17e-08,"",396,-54
"ENSG00000109805",26,13,37,634,1535,1128,1.17e-08,"NCAPG",397,53
"ENSG00000142669",9908,9847,24962,4840,8645,5204,1.17e-08,"SH3BGRL3",398,101
"ENSG00000162191",1668,1532,3320,974,1328,1406,1.18e-08,"UBXN1",399,733
"ENSG00000185760",44,35,30,2442,1181,2502,1.2e-08,"KCNQ5",400,16
"ENSG00000244617",66,255,568,34,37,52,1.22e-08,"ASPRV1",401,123
"ENSG00000036549",102,92,97,2626,2898,4141,1.22e-08,"ZZZ3",402,141
"ENSG00000247081",4,0,5,907,342,322,1.22e-08,"BAALC-AS1",403,-87
"ENSG00000153563",1422,3732,475,209,68,54,1.26e-08,"CD8A",404,-129
"ENSG00000281398",25,12,14,1435,846,820,1.26e-08,"SNHG4",405,-19
"ENSG00000077238",3708,6092,18233,1513,2561,775,1.31e-08,"IL4R",406,-80
"ENSG00000206557",0,2,0,278,1808,697,1.33e-08,"TRIM71",407,-94
"ENSG00000128050",248,183,385,4583,5153,5916,1.37e-08,"PAICS",408,366
"ENSG00000172348",13,34,105,3,3,1,1.37e-08,"RCAN2",409,164
"ENSG00000239213",10,3,7,491,327,449,1.37e-08,"NCK1-DT",410,77
"ENSG00000223722",55,35,114,1,11,2,1.38e-08,"IFITM3P2",411,310
"ENSG00000140534",24,8,19,661,1203,819,1.4e-08,"TICRR",412,-2
"ENSG00000165887",26,56,21,0,0,0,1.4e-08,"ANKRD2",413,29
"ENSG00000170892",922,1733,10192,509,497,356,1.4e-08,"TSEN34",414,-75
"ENSG00000214357",23,20,16,671,1083,1201,1.4e-08,"NEURL1B",415,67
"ENSG00000259845",0,0,1,373,303,717,1.4e-08,"HERC2P10",416,156
"ENSG00000123700",43,482,1640,39,11,6,1.42e-08,"KCNJ2",417,-148
"ENSG00000163735",18,29,40,3,1,1,1.43e-08,"CXCL5",418,455
"ENSG00000129173",8,1,9,426,1007,406,1.47e-08,"E2F8",419,-4
"ENSG00000162601",237,189,321,4870,4459,4601,1.47e-08,"MYSM1",420,288
"ENSG00000279175",1,0,1,270,463,483,1.48e-08,"",421,-15
"ENSG00000007038",12,17,14,2440,456,1557,1.52e-08,"PRSS21",422,-37
"ENSG00000196418",29,9,32,773,1532,1106,1.52e-08,"ZNF124",423,102
"ENSG00000263961",1,4,4,267,429,2207,1.56e-08,"RHEX",424,-80
"ENSG00000151131",40,51,61,2250,1168,1554,1.56e-08,"NOPCHAP1",425,2
"ENSG00000286545",3,4,2,256,237,334,1.56e-08,"",426,65
"ENSG00000155850",22,50,62,1314,1330,1503,1.63e-08,"SLC26A2",427,122
"ENSG00000149557",109,137,106,33,39,17,1.65e-08,"FEZ1",428,249
"ENSG00000123689",2864,2206,1060,67,98,1,1.69e-08,"G0S2",429,-211
"ENSG00000283208",5,6,4,296,282,439,1.74e-08,"",430,81
"ENSG00000115604",437,1549,18626,173,73,271,1.75e-08,"IL18R1",431,-113
"ENSG00000009413",119,105,235,3779,2836,5603,1.77e-08,"REV3L",432,153
"ENSG00000066933",135,66,141,3201,2944,3969,1.79e-08,"MYO9A",433,120
"ENSG00000054356",25,30,61,5,0,3,1.79e-08,"PTPRN",434,140
"ENSG00000151725",30,23,28,675,1255,1197,1.81e-08,"CENPU",435,91
"ENSG00000184281",478,573,1030,470,369,335,1.81e-08,"TSSC4",436,226
"ENSG00000196460",4,1,0,1185,257,744,1.83e-08,"RFX8",437,-17
"ENSG00000197956",2763,7970,36356,1551,1858,692,1.86e-08,"S100A6",438,-115
"ENSG00000183242",0,0,0,247,159,555,1.9e-08,"WT1-AS",439,-44
"ENSG00000102882",2054,1572,7684,963,1121,1080,1.91e-08,"MAPK3",440,118
"ENSG00000219200",116,109,166,75,71,66,1.95e-08,"RNASEK",441,348
"ENSG00000094916",403,309,554,6837,9301,9221,1.96e-08,"CBX5",442,339
"ENSG00000175756",441,863,2139,362,370,260,1.98e-08,"AURKAIP1",443,5
"ENSG00000106819",0,2,6,232,385,276,2.03e-08,"ASPN",444,311
"ENSG00000136732",20249,11913,6344,2656,1160,2268,2.1e-08,"GYPC",445,-49
"ENSG00000136492",16,2,4,796,1285,1099,2.11e-08,"BRIP1",446,-65
"ENSG00000137441",1279,2734,186,116,25,32,2.11e-08,"FGFBP2",447,-143
"ENSG00000211772",3152,2763,777,339,118,57,2.12e-08,"TRBC2",448,-153
"ENSG00000160808",103,72,113,6,1,17,2.17e-08,"MYL3",449,-103
"ENSG00000173281",767,1715,9114,537,319,235,2.21e-08,"PPP1R3B",450,-100
"ENSG00000078114",23,36,183,7,6,9,2.21e-08,"NEBL",451,21
"ENSG00000157193",90,70,95,3611,2706,1842,2.21e-08,"LRP8",452,-8
"ENSG00000125753",6355,10554,33780,2617,4919,1693,2.28e-08,"VASP",453,-83
"ENSG00000204475",563,1020,74,36,31,40,2.29e-08,"NCR3",454,-144
"ENSG00000279544",3,1,0,221,418,529,2.3e-08,"",455,-9
"ENSG00000160062",4,1,5,247,277,694,2.34e-08,"ZBTB8A",456,12
"ENSG00000116830",103,91,97,2499,2784,2547,2.41e-08,"TTF2",457,121
"ENSG00000220517",5,6,7,522,227,859,2.41e-08,"ASS1P1",458,-17
"ENSG00000170677",11,16,37,509,716,622,2.41e-08,"SOCS6",459,131
"ENSG00000257704",114,117,264,92,61,72,2.41e-08,"INAFM1",460,163
"ENSG00000102837",1196,101,12424,26,0,36,2.47e-08,"OLFM4",461,-189
"ENSG00000115649",2017,1352,3503,1106,1375,1389,2.54e-08,"CNPPD1",462,519
"ENSG00000182534",254,248,768,106,125,193,2.55e-08,"MXRA7",463,342
"ENSG00000104973",2074,1536,4311,1621,1385,1408,2.55e-08,"MED25",464,220
"ENSG00000226824",7,7,19,295,760,558,2.57e-08,"",465,639
"ENSG00000261512",42,70,359,14,24,11,2.61e-08,"",466,-48
"ENSG00000117724",105,35,96,2564,7165,3892,2.62e-08,"CENPF",467,-93
"ENSG00000242473",33,23,53,1,0,0,2.8e-08,"KIR2DP1",468,79
"ENSG00000165304",9,8,20,372,789,405,2.83e-08,"MELK",469,52
"ENSG00000174501",36,23,12,3048,1138,3389,2.87e-08,"ANKRD36C",470,-72
"ENSG00000236254",0,0,0,139,335,238,2.88e-08,"MTND4P14",471,-41
"ENSG00000270069",31,18,29,693,964,1345,2.97e-08,"MIR222HG",472,111
"ENSG00000121621",12,9,20,331,477,419,3.02e-08,"KIF18A",473,188
"ENSG00000233750",24,22,106,0,3,4,3.11e-08,"CICP27",474,160
"ENSG00000263603",0,0,0,222,363,141,3.11e-08,"",475,31
"ENSG00000287932",0,0,0,304,121,999,3.14e-08,"",476,-73
"ENSG00000121988",20,21,62,788,824,1027,3.22e-08,"ZRANB3",477,173
"ENSG00000197647",9,11,21,355,414,571,3.22e-08,"ZNF433",478,168
"ENSG00000214029",30,22,22,1301,731,1209,3.24e-08,"ZNF891",479,21
"ENSG00000134571",135,226,1132,54,78,81,3.32e-08,"MYBPC3",480,-122
"ENSG00000138399",46,45,164,1961,2273,2337,3.34e-08,"FASTKD1",481,71
"ENSG00000283118",5,1,2,220,603,340,3.36e-08,"",482,1287
"ENSG00000112742",11,12,14,347,860,544,3.5e-08,"TTK",483,32
"ENSG00000186314",6,1,2,304,298,517,3.51e-08,"PRELID2",484,4
"ENSG00000164683",23,13,100,3,2,2,3.62e-08,"HEY1",485,109
"ENSG00000168334",37,31,27,0,2,3,3.62e-08,"XIRP1",486,154
"ENSG00000175322",16,8,13,392,581,527,3.62e-08,"ZNF519",487,95
"ENSG00000197622",7494,6187,25833,3523,5077,2476,3.62e-08,"CDC42SE1",488,-55
"ENSG00000163395",34,38,40,0,0,2,3.73e-08,"IGFN1",489,-187
"ENSG00000123146",10846,13947,25537,7865,9318,11376,3.79e-08,"ADGRE5",490,-30
"ENSG00000267136",5,0,7,260,415,546,3.79e-08,"",491,21
"ENSG00000176340",328,348,687,293,328,250,3.97e-08,"COX8A",492,281
"ENSG00000181827",123,149,182,3787,3015,5303,3.97e-08,"RFX7",493,265
"ENSG00000189077",1129,1369,14484,334,544,157,3.98e-08,"TMEM120A",494,-138
"ENSG00000115355",129,331,553,8967,16614,11676,4.03e-08,"CCDC88A",495,-33
"ENSG00000186767",15,16,11,459,1297,1955,4.09e-08,"SPIN4",496,-22
"ENSG00000250616",29,17,71,7,4,6,4.1e-08,"YPEL3-DT",497,156
"ENSG00000099834",9,4,7,646,416,267,4.14e-08,"CDHR5",498,1040
"ENSG00000105656",2792,1653,2679,1151,1139,681,4.18e-08,"ELL",499,-9
"ENSG00000260898",3,3,7,195,256,221,4.25e-08,"ADPGK-AS1",500,231
"ENSG00000198814",1565,1049,6815,411,823,496,4.25e-08,"GK",501,-45
"ENSG00000100298",52,108,91,12,28,19,4.34e-08,"APOBEC3H",502,140
"ENSG00000157554",87,60,96,3448,1693,4430,4.41e-08,"ERG",503,24
"ENSG00000173210",157,127,221,65,24,17,4.41e-08,"ABLIM3",504,-69
"ENSG00000241911",0,0,0,456,96,443,4.41e-08,"TRBVB",505,102
"ENSG00000163428",138,186,192,3655,5601,4203,4.43e-08,"LRRC58",506,74
"ENSG00000198626",19,44,69,8,2,2,4.46e-08,"RYR2",507,427
"ENSG00000173905",64,50,92,1233,1729,2262,4.59e-08,"GOLIM4",508,255
"ENSG00000101384",39,55,105,1545,1340,1235,4.63e-08,"JAG1",509,226
"ENSG00000182208",790,692,1002,576,475,406,4.64e-08,"MOB2",510,192
"ENSG00000162551",2545,10822,140627,593,28,3,4.64e-08,"ALPL",511,-227
"ENSG00000118762",62,69,120,2389,1849,4882,4.65e-08,"PKD2",512,32
"ENSG00000163191",5782,12910,104763,1163,3623,623,4.76e-08,"S100A11",513,-168
"ENSG00000101470",471,158,72,10,12,31,4.78e-08,"TNNC2",514,-307
"ENSG00000227855",1,1,5,371,154,485,4.79e-08,"DPY19L2P3",515,389
"ENSG00000225889",594,863,2160,225,138,25,4.79e-08,"",516,-128
"ENSG00000110711",937,1395,1797,849,834,789,4.86e-08,"AIP",517,438
"ENSG00000175054",211,191,307,3908,3876,4377,4.86e-08,"ATR",518,441
"ENSG00000280347",10,17,20,842,426,572,4.88e-08,"",519,16
"ENSG00000130725",1462,942,2410,1034,764,807,4.96e-08,"UBE2M",520,193
"ENSG00000225663",703,964,1713,708,712,699,4.96e-08,"MCRIP1",521,462
"ENSG00000118513",114,19,18,6299,8407,13882,4.98e-08,"MYB",522,-131
"ENSG00000279541",1,1,0,294,284,336,4.99e-08,"",523,44
"ENSG00000138160",70,35,73,1417,3630,2197,5.11e-08,"KIF11",524,12
"ENSG00000160229",5,18,7,1143,545,1139,5.14e-08,"ZNF66",525,-85
"ENSG00000154188",26,25,10,3383,830,13119,5.33e-08,"ANGPT1",526,-126
"ENSG00000100450",1480,3654,143,111,15,17,5.55e-08,"GZMH",527,-179
"ENSG00000162664",136,111,189,2781,2669,4013,5.56e-08,"ZNF326",528,361
"ENSG00000265972",29794,40447,89921,10438,23875,7652,5.63e-08,"TXNIP",529,-117
"ENSG00000260417",6,0,3,267,414,482,5.65e-08,"",530,3
"ENSG00000263731",3,4,3,185,246,269,5.66e-08,"",531,157
"ENSG00000151835",67,105,91,5478,3001,2432,5.73e-08,"SACS",532,-150
"ENSG00000126768",472,466,1511,358,392,333,5.76e-08,"TIMM17B",533,138
"ENSG00000135114",442,385,1091,79,118,11,5.77e-08,"OASL",534,-276
"ENSG00000133063",644,75,1038,49,14,3,6.01e-08,"CHIT1",535,175
"ENSG00000241007",4,2,2,210,220,226,6.17e-08,"SEPTIN7P6",536,157
"ENSG00000126070",241,178,498,5213,5202,5783,6.29e-08,"AGO3",537,318
"ENSG00000184922",14219,7762,20745,7574,6868,4364,6.31e-08,"FMNL1",538,-24
"ENSG00000130598",450,174,332,13,78,46,6.71e-08,"TNNI2",539,-118
"ENSG00000249898",7,10,4,517,360,551,6.77e-08,"MCPH1-AS1",540,35
"ENSG00000075399",680,859,4184,410,470,313,6.82e-08,"VPS9D1",541,10
"ENSG00000005238",1685,1626,5711,1065,1354,737,6.88e-08,"FAM214B",542,-46
"ENSG00000119737",1,3,5,425,164,292,6.9e-08,"GPR75",543,-34
"ENSG00000137331",198,194,502,52,61,8,7.02e-08,"IER3",544,-264
"ENSG00000102384",7,0,5,336,554,358,7.3e-08,"CENPI",545,100
"ENSG00000126254",861,987,2166,837,930,801,7.32e-08,"RBM42",546,461
"ENSG00000278970",161,130,191,47,93,66,7.36e-08,"HEIH",547,319
"ENSG00000102109",20,159,45,5,4,1,7.39e-08,"PCSK1N",548,-26
"ENSG00000219626",17,26,64,782,957,1122,7.39e-08,"FAM228B",549,130
"ENSG00000138772",344,2099,25118,307,28,107,7.43e-08,"ANXA3",550,-175
"ENSG00000100299",1838,1188,2963,381,1039,446,7.61e-08,"ARSA",551,-73
"ENSG00000164897",667,542,1100,567,388,399,7.7e-08,"TMUB1",552,274
"ENSG00000279078",4,10,7,306,656,364,7.77e-08,"SND1-IT1",553,-49
"ENSG00000204389",16939,2396,3445,618,733,929,7.89e-08,"HSPA1A",554,-56
"ENSG00000130724",1697,1876,10346,887,1070,935,8.02e-08,"CHMP2A",555,-52
"ENSG00000228492",13,5,22,566,373,670,8.02e-08,"RAB11FIP1P1",556,87
"ENSG00000237329",0,0,0,224,121,237,8.02e-08,"",557,4
"ENSG00000158156",635,555,2712,392,383,271,8.06e-08,"XKR8",558,-20
"ENSG00000180385",7,1,1,463,372,420,8.07e-08,"EMC3-AS1",559,252
"ENSG00000177200",150,261,219,6479,5645,9750,8.2e-08,"CHD9",560,78
"ENSG00000279425",21,8,13,642,548,844,8.27e-08,"",561,52
"ENSG00000087250",20,18,130,0,1,3,8.46e-08,"MT3",562,34
"ENSG00000188056",138,182,57,19,18,4,8.47e-08,"TREML4",563,-22
"ENSG00000103995",50,67,87,1306,1713,1281,8.94e-08,"CEP152",564,182
"ENSG00000078177",79,71,141,2025,2303,4739,8.98e-08,"N4BP2",565,186
"ENSG00000181817",405,561,1477,321,402,246,8.98e-08,"LSM10",566,32
"ENSG00000173041",11,6,37,526,768,990,9.17e-08,"ZNF680",567,24
"ENSG00000173080",2,0,1,258,185,401,9.18e-08,"RXFP4",568,3
"ENSG00000230084",8,16,24,692,389,810,9.18e-08,"ZBTB47-AS1",569,60
"ENSG00000141480",23939,12298,50439,5805,9480,2321,9.3e-08,"ARRB2",570,-123
"ENSG00000090674",2945,827,2224,492,660,326,9.33e-08,"MCOLN1",571,-77
"ENSG00000100479",16,3,12,464,693,603,9.33e-08,"POLE2",572,337
"ENSG00000280055",1,0,2,199,212,322,9.33e-08,"LINC02912",573,11
"ENSG00000170091",12,12,120,0,0,0,9.39e-08,"NSG2",574,-10
"ENSG00000153914",238,302,475,6090,6324,10097,9.59e-08,"SREK1",575,375
"ENSG00000058404",56,12,118,3,4,8,1.01e-07,"CAMK2B",576,-153
"ENSG00000156876",16,14,14,409,536,649,1.02e-07,"SASS6",577,189
"ENSG00000065923",131,66,83,3680,2917,4385,1.03e-07,"SLC9A7",578,28
"ENSG00000175893",68,60,57,2205,1509,2570,1.04e-07,"ZDHHC21",579,97
"ENSG00000165006",2427,2819,9956,1812,2102,1704,1.05e-07,"UBAP1",580,75
"ENSG00000137312",3498,6958,48594,1377,2018,365,1.06e-07,"FLOT1",581,-172
"ENSG00000112096",7007,12510,47664,4539,6286,3462,1.09e-07,"SOD2",582,-62
"ENSG00000187187",23,28,56,705,671,741,1.09e-07,"ZNF546",583,355
"ENSG00000205744",3309,2507,4219,2377,1996,1525,1.12e-07,"DENND1C",584,141
"ENSG00000069399",2945,2350,7186,1760,812,517,1.13e-07,"BCL3",585,-105
"ENSG00000086967",224,133,48,10,8,0,1.13e-07,"MYBPC2",586,-257
"ENSG00000240403",261,300,76,24,6,1,1.14e-07,"KIR3DL2",587,-226
"ENSG00000279880",3,0,0,222,355,336,1.15e-07,"",588,-20
"ENSG00000204623",51,46,69,1238,960,1287,1.15e-07,"ZNRD1ASP",589,342
"ENSG00000254789",18,18,198,0,0,1,1.16e-07,"",590,-222
"ENSG00000198707",35,63,60,1827,1280,2725,1.16e-07,"CEP290",591,94
"ENSG00000155846",50,24,19,2279,2519,1306,1.18e-07,"PPARGC1B",592,-134
"ENSG00000165030",3760,2968,10376,2358,943,822,1.18e-07,"NFIL3",593,-142
"ENSG00000175463",3111,4497,4972,2322,992,1389,1.21e-07,"TBC1D10C",594,8
"ENSG00000171790",6,3,3,273,214,309,1.24e-07,"SLFNL1",595,92
"ENSG00000265443",0,0,0,166,333,119,1.24e-07,"",596,370
"ENSG00000225313",365,549,2246,258,292,203,1.24e-07,"",597,-27
"ENSG00000123159",290,239,294,138,97,152,1.24e-07,"GIPC1",598,410
"ENSG00000167851",4619,2949,7747,1912,1359,466,1.3e-07,"CD300A",599,-154
"ENSG00000160999",775,493,1492,260,410,125,1.3e-07,"SH2B2",600,184
"ENSG00000148926",1510,1370,5333,191,52,2,1.33e-07,"ADM",601,-190
"ENSG00000180530",67,88,163,2581,2862,7658,1.34e-07,"NRIP1",602,80
"ENSG00000176124",33,22,24,676,2121,1426,1.36e-07,"DLEU1",603,13
"ENSG00000196998",661,641,1511,539,498,671,1.38e-07,"WDR45",604,427
"ENSG00000090013",2909,2899,2649,1347,793,469,1.39e-07,"BLVRB",605,-104
"ENSG00000212195",0,0,0,110,185,579,1.43e-07,"",606,-2
"ENSG00000198718",40,49,50,1217,1152,2150,1.45e-07,"TOGARAM1",607,141
"ENSG00000177853",83,118,302,3167,3873,3650,1.46e-07,"ZNF518A",608,130
"ENSG00000226091",193,90,835,49,54,13,1.47e-07,"LINC00937",609,-1
"ENSG00000107317",114,657,39,16,4,1,1.49e-07,"PTGDS",610,-65
"ENSG00000101336",5579,10222,64377,1350,4343,1409,1.51e-07,"HCK",611,-148
"ENSG00000108506",65,72,136,1528,1752,1333,1.51e-07,"INTS2",612,407
"ENSG00000068903",1828,1259,3256,1016,1521,1161,1.51e-07,"SIRT2",613,309
"ENSG00000266717",2,0,2,161,221,226,1.53e-07,"",614,148
"ENSG00000186687",88,60,101,1591,1939,2727,1.54e-07,"LYRM7",615,280
"ENSG00000168490",23,13,151,2,4,4,1.56e-07,"PHYHIP",616,90
"ENSG00000206503",33550,32970,31775,16234,12623,6488,1.56e-07,"HLA-A",617,-78
"ENSG00000250290",0,0,0,153,135,170,1.56e-07,"NCAPGP1",618,13
"ENSG00000066336",8368,11395,55540,4389,6599,2874,1.58e-07,"SPI1",619,-126
"ENSG00000065060",157,97,178,2987,2817,2910,1.63e-07,"UHRF1BP1",620,231
"ENSG00000140368",2668,2636,8551,1941,1868,906,1.65e-07,"PSTPIP1",621,38
"ENSG00000213714",20,28,98,6,11,6,1.65e-07,"FAM209B",622,901
"ENSG00000081248",63,21,11,0,0,0,1.67e-07,"CACNA1S",623,-13
"ENSG00000096872",19,22,48,618,697,1168,1.68e-07,"IFT74",624,133
"ENSG00000171916",272,20,145,0,7,7,1.69e-07,"LGALS9C",625,-365
"ENSG00000177788",6,6,11,478,216,326,1.69e-07,"RAB4A-AS1",626,31
"ENSG00000226564",238,155,362,5,52,6,1.69e-07,"FTH1P20",627,-275
"ENSG00000108523",2235,3211,8978,1934,2090,2149,1.7e-07,"RNF167",628,298
"ENSG00000127995",67,72,94,1480,1427,1947,1.7e-07,"CASD1",629,349
"ENSG00000230225",1,1,4,163,230,170,1.71e-07,"MTND5P14",630,45
"ENSG00000146858",5,5,0,719,399,503,1.78e-07,"ZC3HAV1L",631,-9
"ENSG00000152953",16,8,11,396,462,452,1.82e-07,"STK32B",632,146
"ENSG00000259807",2,8,14,418,1175,343,1.82e-07,"",633,-131
"ENSG00000272054",5,1,6,228,198,293,1.82e-07,"",634,170
"ENSG00000103363",779,1833,3175,756,831,667,1.83e-07,"ELOB",635,35
"ENSG00000158792",237,437,737,255,218,209,1.84e-07,"SPATA2L",636,320
"ENSG00000183496",7,1,7,835,179,1056,1.85e-07,"MEX3B",637,-140
"ENSG00000234444",44,82,56,2218,2180,1819,1.85e-07,"ZNF736",638,-46
"ENSG00000130222",375,80,42,16,5,12,1.86e-07,"GADD45G",639,-196
"ENSG00000180044",1,0,4,331,150,2932,1.88e-07,"C3orf80",640,-176
"ENSG00000113810",129,60,263,3723,5292,12574,1.89e-07,"SMC4",641,-24
"ENSG00000165949",55,106,271,47,18,21,1.95e-07,"IFI27",642,-16
"ENSG00000100055",5046,6098,22151,1914,3778,3803,1.95e-07,"CYTH4",643,30
"ENSG00000137409",2586,2309,4908,2276,2179,1369,1.96e-07,"MTCH1",644,95
"ENSG00000241525",1,0,3,926,69,1200,2.03e-07,"",645,-69
"ENSG00000104825",547,386,858,435,306,297,2.04e-07,"NFKBIB",646,216
"ENSG00000178719",5195,5854,56165,2807,2583,1943,2.05e-07,"GRINA",647,-116
"ENSG00000261008",6,0,4,243,335,500,2.05e-07,"LINC01572",648,49
"ENSG00000005187",45,26,63,897,2520,1388,2.05e-07,"ACSM3",649,-13
"ENSG00000235169",85,56,217,45,17,27,2.1e-07,"SMIM1",650,30
"ENSG00000106714",69,405,332,19,0,2,2.1e-07,"CNTNAP3",651,-261
"ENSG00000279129",0,0,0,116,167,167,2.11e-07,"",652,-34
"ENSG00000251288",1,1,1,304,229,145,2.13e-07,"",653,-14
"ENSG00000115593",19,20,45,0,1,0,2.14e-07,"SMYD1",654,-185
"ENSG00000166527",58,412,7241,22,63,67,2.15e-07,"CLEC4D",655,-118
"ENSG00000196182",3271,2746,9720,2190,2904,2015,2.16e-07,"STK40",656,124
"ENSG00000058804",59,81,83,1399,2482,2115,2.19e-07,"NDC1",657,136
